Cod_IBGE;Mortalidade_infantil;IDHM_Educacao;Densidade_demográfica;Renda_per_capita;Grau_de_Urbanizacao;Indice_de_Gini;Esgoto_Sanitario;Estab_por_mil_Hab;Doses_Aplicadas_mil_Hab;Razao_Medico_mil_Hab;den_binned
3518859;18,18;0,688;18,51;541,49;80,4;0,522;95,09;1,344086022;377,4193548;2,016129032;2
3518909;16,13;0,621;20,86;461,32;89,09;0,418;99,31;0,587429019;415,1165068;0,984600843;2
3519006;9,71;0,698;26,15;459,46;93,64;0,453;93,93;1,727861771;378,5097192;1,187904968;2
3519055;4,67;0,698;227,67;1014,47;84,78;0,547;88,46;1,517974194;526,116056;0,965983578;3
3519071;8,08;0,703;3698,59;552,57;100;0,425;36,9;0,777355082;557,4417635;0,920666354;4
3519105;7,63;0,675;21,39;651,32;88,67;0,398;93,84;1,592075004;582,0803113;0,176897223;2
3519204;17,86;0,655;19,63;542,91;84,49;0,445;99,51;0,797193878;463,0102041;0,637755102;2
3519253;54,05;0,543;23,02;303,49;44,49;0,526;87,13;1,160429359;621,1198143;0,14505367;2
3519303;3,98;0,627;120,64;511,08;96,58;0,4;99,61;1,295411365;549,8301572;0,604525304;3
3519402;13,7;0,65;45,58;673,82;93,45;0,49;94,57;1,658512314;551,2065677;0,58047931;2
3519501;29,85;0,628;33,97;524,57;93,94;0,435;95,4;0,932214676;326,8078306;2,663470502;2
3519600;13,48;0,667;87,08;626,92;96,76;0,448;98,78;2,615339909;454,6076135;1,350404267;2
3519709;12,74;0,614;74,55;504,51;36,9;0,498;54,54;0,732696585;92,25435039;0,693444982;2
3519808;27,27;0,646;22,75;576;86,69;0,448;99,61;2,614541833;463,2719124;1,120517928;2
3519907;19,42;0,7;13,71;544,87;92,84;0,463;92,69;2,52493372;622,2699154;1,388713546;2
3520004;20,76;0,664;252,43;507,22;99,43;0,369;99,33;0,911539258;433,6026518;0,082867205;3
3520103;6,71;0,671;64,98;676,33;95,46;0,675;97,88;2,172732211;439,7406301;2,104834329;2
3520202;8,2;0,616;32,54;588,07;85,6;0,431;50,56;0,751718213;571,7353952;0,966494845;2
3520301;32,79;0,653;15,59;454,99;87,68;0,561;73,1;0,916341422;302,3247921;0,84846428;2
3520400;9,43;0,693;100,96;681,5;99,31;0,497;7,37;0,866447565;961,9360621;2,629220197;2
3520426;6,29;0,666;56,81;506,29;100;0,481;38,04;1,068376068;948,038073;1,165501166;2
3520442;14,04;0,782;40,89;896,76;93,84;0,483;94,1;4,000310704;277,1865776;1,903060432;2
3520509;9,7;0,738;807,67;931,09;98,99;0,487;94,13;1,284648451;517,0462968;2,206960159;3
3520608;18,18;0,733;37,76;595,77;88,15;0,452;80,09;1,67539267;440,6282723;0,209424084;2
3520707;20,41;0,71;13,94;609,67;90,58;0,478;90,44;1,556824079;478,2044629;2,594706798;2
3520806;14,29;0,75;45,81;545,69;90,62;0,372;98,07;0,513874615;464,028777;0,770811922;2
3520905;15,71;0,65;71,44;575,57;94,06;0,479;98,09;1,240865849;309,3202813;0,344684958;2
3521002;11,49;0,672;218,06;440,8;61,71;0,414;77,82;0,902421984;388,099674;0,320214252;3
3521101;9,62;0,685;39,71;694,92;90,61;0,47;92,29;1,056663585;393,6071853;1,056663585;2
3521150;20;0,666;39,64;599,58;64,67;0,377;100;0,57350411;660,2943988;0,955840184;2
3521200;17,54;0,668;3,66;333;65,67;0,532;74,22;1,134558657;277,2861357;0,907646925;1
3521309;10,53;0,654;35,18;630,03;96,81;0,598;99,34;2,332765904;509,930017;2,963243175;2
3521408;8,62;0,729;210,52;703,22;98,24;0,453;94,38;1,35283673;315,7182718;0,803246808;3
3521507;12,5;0,624;31,03;544,99;92,22;0,364;99;1,292991983;336,4365141;0,387897595;2
3521606;25;0,622;38,67;430,41;70,7;0,447;92,64;1,499863649;424,3250614;0,409053722;2
3521705;32,26;0,636;15,96;406,1;75,96;0,515;93,07;1,192233451;656,182582;0,567730215;2
3521804;3,03;0,63;24,82;471,65;78,52;0,459;94,69;1,320405931;513,0342928;0,30180707;2
3521903;17,24;0,644;30,4;686,66;87,86;0,393;98,28;2,052826057;499,7947174;1,847543451;2
3522000;31,25;0,613;16,65;518,07;80,98;0,375;99,01;0,821018062;491,5161467;0,273672687;2
3522109;7,2;0,701;169,21;557,63;99,25;0,514;24,4;0,81006916;716,6580597;1,822655609;3
3522158;47,62;0,637;18,18;328,46;54,52;0,551;41,88;0,941619586;835,8443189;0,62774639;2
3522208;10,39;0,687;1165,52;487,17;99,17;0,476;35,81;0,383211786;268,5725066;1,615385069;3
3522307;15,6;0,705;91,6;629,4;92,03;0,501;95,22;2,516390884;529,3724633;1,554792382;2
3522406;8,01;0,697;51,67;516,86;90,97;0,539;93,3;2,83554906;687,0099135;1,7885771;2
3522505;11,69;0,677;2875,7;474,89;100;0,474;74,44;0,445913997;654,1516276;1,602766349;4
3522604;23,66;0,692;144,23;703,22;93,74;0,461;97,75;2,153846154;464,0979021;2,475524476;3
3522653;30,3;0,594;10,43;284,36;51,34;0,535;82,3;1,196172249;716,507177;0,23923445;1
3522703;13,19;0,667;43,26;662,35;93,79;0,454;99,29;2,262443439;440,0452489;1,203427361;2
3522802;20,2;0,653;29,82;448,71;81,37;0,536;93,25;0,953159041;469,8393246;0,748910675;2
3522901;32,47;0,633;99,93;599,5;97,02;0,423;88,56;0,943464693;486,4649104;0,798316278;2
3523008;25;0,673;16,26;437,49;79,92;0,48;32,04;1,017087063;349,0642799;0,406834825;2
3523107;12,92;0,648;4488,16;413,35;100;0,456;71,33;0,264443899;412,9075607;0,825712582;4
3523206;15,55;0,649;50,31;472,39;92,74;0,489;91,73;1,632053531;452,1808315;0,775225427;2
3523305;12,82;0,577;63,71;369,61;71,34;0,526;49,26;0,752576126;443,0936668;0,347342827;2
3523404;8,54;0,708;375,01;884;87,13;0,497;97,74;1,628277757;441,9586825;1,68764205;3
3523503;3,64;0,61;21,12;520,74;93,38;0,434;97,27;0,924574209;353,8686131;0,827250608;2
3523602;11,7;0,636;32,16;527,51;92,49;0,487;88,99;1,631511479;423,3772288;1,281901876;2
3523701;28,99;0,636;40,34;433,65;86,4;0,442;99,23;0,955566173;457,2384138;1,751871317;2
3523800;35,71;0,646;56,42;552,43;94,06;0,409;96,71;0,788539887;395,5841766;0,525693258;2
3523909;11,21;0,692;271,47;845,24;95,09;0,54;96,62;1,973234691;432,2679829;2,674174776;3
3524006;16,53;0,699;305,02;738,7;93,44;0,449;83,31;0,929697933;551,1587417;1,487516692;3
3524105;6,24;0,694;59,35;743,57;94,15;0,526;99,74;4,870049197;260,6470208;3,056204343;2
3524204;48,39;0,627;25,34;497,96;94,95;0,395;99,89;1,347910738;453,7966152;0,599071439;2
3524303;13,02;0,71;109,34;851,98;98,28;0,528;99,38;2,371296533;197,5721157;2,007518088;2
3524402;11,05;0,749;503,29;712,14;98,62;0,499;91,6;2,044352804;661,9754765;2,908596372;3
3524501;11,49;0,659;48,69;596,8;91,42;0,355;97,19;1,291433491;653,7523318;3,156837423;2
3524600;11,45;0,644;25,37;477,57;54,45;0,534;91,25;1,219370573;669,6667054;0,522587388;2
3524709;8,75;0,715;406,59;854,67;98,17;0,502;90,07;1,786756126;569,8475788;2,552508751;3
3524808;9,69;0,73;133,24;735,86;94,1;0,464;98,89;4,84615059;513,0994202;3,491767893;3
3524907;59,7;0,69;35,8;675,02;47,88;0,491;94,95;1,126488574;346,4757;0,160926939;2
3525003;11,67;0,706;7160,12;683,76;100;0,494;83,5;0,4368826;356,2130369;0,550148459;4
3525102;14,52;0,64;88,43;600,65;98,08;0,508;99,75;1,515398783;383,0694985;0,792670133;2
3525201;6,33;0,659;144,76;610,76;86,16;0,466;25,11;0,871898055;671,8309859;1,006036217;3
3525300;11,66;0,693;218,67;786,46;97,55;0,464;99,32;3,26090641;317,914647;2,677875326;3
3525409;20,83;0,628;22,25;494,11;87,01;0,42;98,5;0,955109838;649,7930595;0,955109838;2
3525508;7,25;0,585;35,32;597,03;100;0,443;68,11;0,947418285;520,9221538;0,315806095;2
3525607;16,13;0,71;10,89;530,77;89,03;0,424;98,74;1,368613139;511,4051095;0,684306569;1
3525706;4,26;0,717;43,03;709,45;92,33;0,456;97,83;1,806508991;511,7701009;1,361829855;2
3525805;34,48;0,686;37,26;439,73;95,47;0,415;96,33;1,077586207;377,1551724;1,077586207;2
3525854;29,41;0,655;59,4;645,57;65,79;0,397;85,63;1,512401694;533,8777979;0,907441016;2
3525904;10,55;0,768;971,6;1121,82;97,08;0,544;95,9;4,056351593;604,6838454;3,756609077;3
3526001;8,55;0,662;35,5;605,36;85,06;0,443;99,14;1,744330924;601,2957887;1,196112634;2
3526100;17,99;0,637;23,14;408,12;65,38;0,495;72,62;0,796685787;597,3550032;1,115360102;2
3526209;4,42;0,662;60,22;404,53;85,81;0,516;28,83;0,493404822;478,7013585;0,526298477;2
3526308;40;0,609;19,16;469,11;70,99;0,486;94,55;1,660095455;545,756381;1,867607387;2
3526407;9,04;0,639;74,21;665,4;90,56;0,42;89,78;3,233455486;300,1365237;1,437091327;2
3526506;14,49;0,655;22,28;321,08;48,8;0,389;94,3;0,823529412;420,7058824;0,588235294;2
3526605;30,93;0,707;43,46;430,21;94,06;0,581;79,4;0,69764197;342,9607925;0,837170364;2
3526704;9,07;0,665;256,64;616,2;98,22;0,481;99,28;2,030205496;328,2693736;1,208219856;3
3526803;5,81;0,717;84,53;708,66;98,23;0,443;98,61;3,240733762;518,1104261;1,386732587;2
3526902;8,01;0,719;527,14;767,62;97,66;0,496;98,45;2,642591968;386,5102936;2,460344246;3
3527009;28,57;0,654;163,67;660,23;100;0,406;76,64;1,813001813;200,7252007;2,460502461;3
3527108;10,66;0,733;136,85;796,51;98,83;0,46;98,71;6,872028447;439,769867;2,037636342;3
3527207;7,92;0,713;214,18;680,6;97,56;0,531;97,98;2,977873706;471,5312965;2,585440737;3
3527256;90,91;0,717;20,09;524,86;85,7;0,38;96,47;2,29147571;1068,285976;0,458295142;2
3527306;15,04;0,697;886,67;803;97,63;0,519;86,71;0,973730007;713,3504599;1,180906605;3
3527405;5,85;0,695;69,08;570,48;87,45;0,471;99,19;1,903040107;401,9220705;1,42728008;2
3527504;35,71;0,662;12,63;631,62;81,51;0,515;94,73;1,326846528;403,3613445;0,884564352;2
3527603;26,6;0,671;24,98;555,94;98,55;0,428;99,48;1,482422702;424,8199915;1,835380488;2
3527702;17,54;0,623;34,76;501,57;94,56;0,361;99,72;1,042752868;798,9224887;0,868960723;2
3527801;45,45;0,674;29,54;480,87;94,91;0,408;98,83;1,130965845;399,9095227;0,452386338;2
3527900;23,26;0,659;5,57;500,95;83,82;0,432;96,76;1,144601297;676,8409004;0,984600843;1
3528007;15,63;0,697;76,45;651,73;97,8;0,551;99,18;1,830852823;329,6716277;0,472478148;2
3528106;22,22;0,676;32,73;626,9;90,7;0,431;96,53;1,419538005;409,7302878;1,290489095;2
3528205;41,67;0,675;11,29;564,31;79,57;0,426;70,68;1,11919418;636,2618914;0,279798545;2
3528304;31,25;0,717;9,99;663,76;85,52;0,443;98,44;1,619170984;724,7409326;0,647668394;1
3528403;11,9;0,684;224,36;594,45;80,26;0,48;76,9;1,360015543;291,2160266;0,539688708;3
3528502;8,77;0,723;312,38;738,89;92,18;0,581;38,12;0,61852325;367,0580601;0,446147918;3
3528601;9,17;0,675;42,99;576,61;92,24;0,481;98,25;1,469816273;453,8582677;0,104986877;2
3528700;52,63;0,591;6,37;322,39;44,51;0,396;91,67;1,013993105;688,9069154;0,811194484;1
3528809;18,87;0,758;26,25;595,29;92,47;0,426;92,87;1,1093854;476,2961319;0,88750832;2
3528858;30,3;0,679;27,24;691,07;90,06;0,423;99,73;1,032346869;640,0550585;0,688231246;2
3528908;26,32;0,651;21,89;494,23;85,69;0,385;94,66;0,754716981;578,6163522;0,984600843;2
3529005;9,55;0,776;204,08;794,23;95,51;0,512;97,72;4,124307937;609,3524621;4,443887819;3
3529104;41,67;0,694;27,14;498,79;82,4;0,429;99,64;1,430615165;790,6533143;0,476871722;2
3529203;18,52;0,641;21,11;513;86,92;0,455;96,18;1,67523765;494,5846969;1,129811438;2
3529302;7,9;0,713;158,45;679,92;98,17;0,531;99,08;2,72431892;355,436141;1,699575106;3
3529401;9,08;0,733;7638,82;583,61;100;0,458;90,36;0,632427217;498,0201334;1,951613885;4
3529500;15,15;0,663;28,13;639,82;86,97;0,369;97,9;1,189767995;834,8205433;0,396589332;2
3529609;20;0,667;16,81;588,98;72,45;0,405;96,18;1,604707141;407,3281626;0,53490238;2
3529658;38,46;0,666;12,84;497,85;86,37;0,376;97,63;1,056524036;701,0036978;0,984600843;2
3529708;7,43;0,661;27,08;559,99;95,5;0,458;95,26;1,82038835;377,7539208;0,886855863;2
3529807;22,39;0,658;60,53;585,77;95,53;0,403;98,54;0,873223783;450,7422402;0,238151941;2
3529906;30,1;0,655;19,75;376,89;54,01;0,509;69,9;0,852814287;287,7997391;1,153807565;2
3530003;41,67;0,731;14,23;549,29;66,69;0,429;97,22;1,701258932;504,9336509;0,340251786;2
3530102;7,43;0,665;32,22;578,83;91,33;0,467;91,7;1,919988829;310,8636459;1,186902185;2
3530201;16,67;0,674;14,74;456,44;58,88;0,505;72,9;1,350666892;389,5548427;1,18183353;2
3530300;6,93;0,698;245,96;752,16;97,47;0,466;98,73;2,421140011;410,6599336;2,075262867;3
3530409;18,87;0,69;29,32;525,22;81,31;0,401;77,83;0,425350915;631,2207571;1,276052744;2
3530508;11,18;0,709;80,55;630,79;95,03;0,539;97,46;3,65526643;561,9522718;1,647866014;2
3530607;9,46;0,74;625,71;757,93;92,75;0,549;82,31;0,776151812;583,8625103;2,711911389;3
3530706;11,17;0,736;186,88;677,48;95,94;0,446;99,37;2,481038261;468,4442946;1,516939154;3
3530805;10,47;0,715;187,24;827,06;95,74;0,501;96,81;2,709008282;465,8499099;1,437432966;3
3530904;40,82;0,607;26,13;576,39;88,48;0,651;96,1;1,200480192;881,152461;0,300120048;2
3531001;38,46;0,773;21,65;622,13;87,26;0,432;96,45;2,75862069;594,0229885;0,984600843;2
3531100;23,91;0,699;395,95;542,11;99,56;0,523;32,66;0,824024904;412,4336202;1,281816517;3
3531209;24,69;0,678;72,87;792,58;62,29;0,477;77,13;1,935733643;328,5585237;0,516195638;2
3531308;18,4;0,707;145,55;724,58;96,89;0,42;97,85;4,462348931;226,1956409;1,384154529;3
3531407;4,39;0,72;50,62;784,97;92,85;0,507;94,36;2,003580868;448,2053031;1,150993265;2
3531506;8,7;0,69;72,15;706,89;95,38;0,465;97,96;2,088945083;363,5314166;0,989500302;2
3531605;25,64;0,709;17,84;560,39;83,59;0,393;98,21;1,252818842;545,477324;0,250563768;2
3531704;54,55;0,627;13,98;547,76;44,41;0,495;77,98;1,343784994;410,5263158;1,791713326;2
3531803;12,96;0,639;248,46;548,32;95,51;0,456;54,26;1,073573322;454,2724863;0,704532492;3
3531902;8,02;0,604;23,75;567,18;97,61;0,462;98,34;2,288754175;500,4948658;1,391809972;2
3532009;13,16;0,627;92,82;667,29;90,12;0,45;88,26;1,434287008;521,4765607;0,754887899;2
3532058;29,41;0,691;20,8;485,74;79,88;0,484;99,59;1,078050884;369,555843;0,862440707;2
3532108;22,73;0,643;17,88;564,99;61,46;0,436;99,46;1,401541696;368,1382854;0,984600843;2
3532157;20,41;0,702;10,96;459,69;95,64;0,353;99,2;1,302507327;437,3168349;0,325626832;2
3532207;12,5;0,67;13,59;446,21;81,28;0,373;94,86;1,032844454;638,7110101;1,032844454;2
3532306;12,2;0,52;7,99;415,31;42,46;0,522;97,92;1,045088086;221,7079725;0,895789788;1
3532405;9,3;0,559;56,78;489,58;96,56;0,475;25,6;0,433721876;480,8891298;0,054215234;2
3532504;32,61;0,707;40,77;711,76;92,02;0,406;95,8;1,740139211;438,6310905;1,160092807;2
3532603;9,71;0,672;26,32;738,49;84;0,5;98,59;3,524392506;416,6202931;2,133184938;2
3532702;13,51;0,636;37,88;579,12;90,76;0,371;97,73;0,603743208;740,5916683;0,603743208;2
3532801;22,47;0,684;32,06;621,14;87,36;0,392;99,09;0,620155039;553,1782946;0,620155039;2
3532827;14,39;0,577;25,31;280,5;79,29;0,468;80,96;0,723514212;509,3540052;0,516795866;2
3532843;50;0,675;15,11;504,56;50,54;0,343;97,13;2,065049045;256,0660816;0,516262261;2
3532868;76,92;0,755;6,91;595,52;79,76;0,373;99,23;3,401360544;595,2380952;0,850340136;1
3532900;8,33;0,718;69,8;602,91;94,93;0,393;99,66;1,767606289;214,9967439;0,27909573;2
3533007;11,81;0,68;40,43;630,89;93,66;0,449;94,2;1,386365809;423,2240176;1,051725786;2
3533106;166,67;0,644;67,8;545,99;89,87;0,414;98,03;1,825650388;391,1455956;0,912825194;2
3533205;19,23;0,711;14,98;547,25;85,02;0,361;89,46;2,144197266;938,8903779;0,536049317;2
3533254;41,67;0,634;49,5;568,17;93,25;0,452;99,59;0,544563442;345,7977854;0,544563442;2
3533304;32,26;0,719;55,56;600,79;93,52;0,365;99,2;0,989119683;189,4164194;0,494559842;2
3533403;10,85;0,762;815,5;733,41;98,37;0,424;96,88;1,240545151;388,3250917;0,809800307;3
3533502;9,84;0,665;44,06;705,62;93,77;0,453;98,5;2,644144375;370,71931;1,33490784;2
3533601;24,39;0,656;21,34;665,49;95,29;0,449;99,9;3,302146395;863,3736929;1,926252064;2
3533700;14,08;0,653;14,25;497,26;86,4;0,396;97,99;0,964785335;519,7780994;0,241196334;2
3533809;37,04;0,637;12,55;538,23;71,94;0,425;91,26;1,58290463;484,3688168;1,187178472;2
3533908;14,95;0,724;68,25;708,25;95,49;0,443;99,01;2,970523269;499,8857491;1,447178003;2
3534005;16,95;0,671;18,03;542,38;85,14;0,351;100;1,656804734;749,8224852;1,183431953;2
3534104;13,33;0,761;29,79;618,32;95,07;0,452;96,66;1,915403033;568,0766161;0,159616919;2
3534203;24,69;0,762;28,56;642,18;93,29;0,382;99,39;2,184678124;628,3134285;1,456452083;2
3534302;4,26;0,703;150,9;758,9;97,42;0,503;99,84;4,282401931;291,0613732;1,869114655;3
3534401;11,79;0,718;10752,5;757,55;100;0,546;83,76;1,511093097;601,9114079;2,527299534;4
3534500;43,48;0,715;11,72;569,22;87,63;0,45;98,47;1,193317422;657,9156722;0,397772474;2
3534609;12,2;0,713;132,56;651,44;91,28;0,473;98,98;2,526948789;387,5187922;1,247481048;3
3534708;5,91;0,727;383,82;724,4;97,42;0,512;98,57;3,964195531;439,021079;2,16311126;3
3534757;8,4;0,736;35,89;640,64;93,19;0,436;96,8;2,761583308;620,5379973;0,715966043;2
3534807;10,2;0,612;32,09;441,08;94,15;0,4;70,86;0,967585873;492,743106;0,604741171;2
3534906;18,52;0,631;41,83;490,16;73,68;0,458;87,06;1,991421569;308,7469363;0,459558824;2
3535002;7,14;0,645;18,57;619,45;86;0,407;83,95;1,398026316;476,2335526;0,986842105;2
3535101;14,29;0,645;161,64;552,22;97,12;0,341;99,68;1,461875817;340,4631838;1,307994152;3
3535200;11,49;0,714;29,12;601,55;81,36;0,428;94,98;1,314348302;418,9485214;0,547645126;2
3535309;19,16;0,702;40,52;608,27;94,59;0,465;98,72;2,314921987;405,4817353;0,833371915;2
3535408;17,86;0,639;44,31;558,08;97,84;0,464;91,95;1,118494638;608,9216396;0,460556616;2
3535507;13,49;0,739;45,63;577,9;90,62;0,464;98,82;2,580353101;438,7279312;1,10909914;2
3535606;4,72;0,642;22,51;558,87;30,15;0,521;86,69;0,767964893;435,1618212;0,713110258;2
3535705;12,82;0,668;41,59;743,63;91,02;0,454;97,5;1,435635668;418,7270697;0,797575371;2
3535804;6,45;0,631;19,83;524,96;86,08;0,495;88,43;2,254283138;435,9783589;1,102093979;2
3535903;14,93;0,655;29,06;554,43;91,68;0,45;98,35;0,513874615;612,2816033;0,513874615;2
3536000;10,75;0,696;29,9;535,59;86,16;0,42;98,94;0,856571809;543,2568764;0,095174645;2
3536109;37,38;0,652;30,66;585,38;88,5;0,463;87,95;0,625782228;647,8410513;0,625782228;2
3536208;6,47;0,678;54,67;501,4;70,7;0,475;84,89;1,454469898;748,3247624;5,50620747;2
3536257;51,28;0,619;25,5;460,04;83,69;0,402;98,98;0,973709834;922,1032132;0,973709834;2
3536307;19,51;0,678;24,33;548,69;85,09;0,425;98,27;1,244555072;521,3302911;1,037129226;2
3536406;8,55;0,64;19,69;521,81;89,11;0,442;36,96;0,699692135;848,1668066;1,819199552;2
3536505;6,12;0,727;788,49;974,57;99,91;0,488;90,26;1,732722755;427,7540295;1,39950684;3
3536570;47,62;0,663;7,16;489,85;77,95;0,429;86,32;1,695873375;650,0847937;0,565291125;1
3536604;24,69;0,662;12,12;565,41;91,7;0,531;98,5;0,821499824;494,7776083;0,586785589;2
3536703;9,42;0,673;64,07;629,78;93;0,502;98,73;1,843317972;494,4919903;0,614439324;2
3536802;14,49;0,581;38,42;470,7;28,69;0,407;80,68;0,670690812;488,0952381;0,984600843;2
3536901;34,48;0,684;9,59;554,39;63,91;0,378;96,96;2,064409579;885,6317093;0,825763832;1
3537008;4,63;0,623;23,5;570,27;74,77;0,498;97,12;1,412863198;416,3646416;0,552859512;2
3537107;6,24;0,701;440,36;687,97;99,16;0,426;95,23;1,331958409;537,8533986;0,537080003;3
3537156;37,04;0,739;20,31;660,93;87,08;0,562;96,37;2,657807309;376,4119601;0,996677741;2
3537206;25,42;0,634;16,9;420,4;70,68;0,479;64,73;1,00209529;736,0845404;0,364398287;2
3537305;13,17;0,68;89,14;705,28;96,88;0,474;99,08;3,044064896;447,7408102;1,283443578;2
3537404;3,83;0,732;26,35;603,58;93,64;0,493;97,54;2,599346225;393,2889607;0,984600843;2
3537503;19,05;0,637;38,85;600,17;66,78;0,444;98,63;1,305173232;605,0071191;0,949216896;2
3537602;17,26;0,675;209,32;589,26;99,39;0,547;38;1,05738584;386,0817812;1,389707104;3
3537701;61,54;0,684;25,72;508,37;92,04;0,406;99,59;0,679001867;455,1010015;0,169750467;2
3537800;13,68;0,624;74,11;488,26;47,14;0,491;68,96;1,158099223;403,3360729;0,896592947;2
3537909;18,04;0,594;42,84;465,21;83,24;0,47;88,74;0,992168952;459,6931363;0,77956132;2
3538006;13,84;0,736;230,59;683,99;97,27;0,523;95,91;2,591512796;403,536437;2,316470164;3
3538105;6,29;0,654;92,24;672,47;94,65;0,404;97,77;1,291910181;343,7096278;0,615195325;2
